,Birth,Death,Dimension
0,0.012774265972789633,0.01848685959658858,0
1,0.029713718573632142,0.037094390926215914,0
2,0.0328386914693658,0.038432350508767255,0
3,0.040029595836741705,0.04325673654594242,0
4,0.014821561453834842,0.04359478963073049,0
5,0.026052110847393117,0.04437575690455586,0
6,0.040567608363470065,0.04591055698989244,0
7,0.042292622101803956,0.048537554210064116,0
8,0.03994198224913392,0.048825763204464634,0
9,0.005580997167501933,0.05461887032506496,0
10,0.028426452014379322,0.05827273538721889,0
11,0.022388611281875193,0.06026760890054217,0
12,0.0057427763999845505,0.06042806262024403,0
13,0.025284612405004014,0.06235631485227544,0
14,0.06197535657823128,0.0635032784547378,0
15,0.02499852654636503,0.06407272595253832,0
16,0.04361813938654002,0.06470706888173694,0
17,0.019978295877974617,0.06562962629256441,0
18,0.05381100686036244,0.06674610277128301,0
19,0.037312258831274425,0.06871975836508992,0
20,0.0458245231294544,0.07010176744590424,0
21,0.06954931488059146,0.07101967581971091,0
22,0.04957568394493839,0.07123597282170935,0
23,0.06243050548919382,0.0734431777485236,0
24,0.027723982850245577,0.07359813543002613,0
25,0.06560175230618293,0.07515853405024253,0
26,0.03478104712711305,0.07550636241972808,0
27,0.05211421031132235,0.07603869272779751,0
28,0.034841303431219606,0.07641282640994718,0
29,0.021954228279591592,0.0777025518637321,0
30,0.050566453790077515,0.07817235511146625,0
31,0.034625673849907335,0.07957520824611242,0
32,0.04778655257725373,0.07967234385725164,0
33,0.0769347071118307,0.07967289960519741,0
34,0.07186828700179448,0.08086550888826605,0
35,0.053886058467561004,0.081339344731308,0
36,0.024460309734700703,0.08201429282561445,0
37,0.04128408427614261,0.08331332385084556,0
38,0.06946582544957502,0.0836989496396987,0
39,0.06911654408226775,0.08451106739477021,0
40,0.07103058912905713,0.08460109698855978,0
41,0.019878567926789548,0.08479778712450214,0
42,0.06255057771734374,0.08508575918738048,0
43,0.07897461547904805,0.08535726454560133,0
44,0.01841123700539482,0.08544986116809761,0
45,0.0612098682624842,0.08627457132886207,0
46,0.0515981307617166,0.08627457132886207,0
47,0.026629382978819116,0.08654302239261524,0
48,0.05136520493191732,0.08708052851468384,0
49,0.043088342546001246,0.08757145664061983,0
50,0.07341227489573665,0.0879190225246238,0
51,0.06448055623518689,0.08832636589015264,0
52,0.04647486284890667,0.08855360032977888,0
53,0.08155569815363395,0.08870504874532348,0
54,0.03686549294368735,0.08921018018040816,0
55,0.050554279496622945,0.08977555081775734,0
56,0.06541156374867718,0.09124421369323588,0
57,0.052189397156315764,0.09214184398373071,0
58,0.018025230721413155,0.0922368268874918,0
59,0.018323333148205667,0.09267842824005768,0
60,0.029233083594231157,0.09331667983631042,0
61,0.04421697236017108,0.09535669759907739,0
62,0.04385394006227428,0.09539452756861433,0
63,0.030044793045633122,0.09561134367377788,0
64,0.08596209853019621,0.09576953180656711,0
65,0.08092051014779367,0.09641291481221181,0
66,0.08536085731126863,0.09887338961533887,0
67,0.0628123260502248,0.09890045016533722,0
68,0.023314314037638728,0.09897101962704113,0
69,0.08818254192059427,0.09935903400561885,0
70,0.028106141097422377,0.10059644816996527,0
71,0.09147809730505552,0.10066445861724882,0
72,0.0451087563224567,0.10141025669500148,0
73,0.05891627555690215,0.10201633521933118,0
74,0.0699061851466205,0.10205571942977332,0
75,0.033306064818804715,0.10205571942977332,0
76,0.05938685737130889,0.1021140458270916,0
77,0.06831943276567276,0.10347703565405197,0
78,0.03650353208407564,0.10369641751025194,0
79,0.06619088761469782,0.10370393991254334,0
80,0.057316285924946975,0.10408213222944351,0
81,0.011297719603208578,0.10411629475691009,0
82,0.10386041523193767,0.1043924880398972,0
83,0.04483646086505777,0.1046523857814946,0
84,0.07586140268928943,0.10521421169735301,0
85,0.08883411093236959,0.10521421169735301,0
86,0.04815554434024716,0.10527181533515151,0
87,0.024133416352793757,0.10544727110640784,0
88,0.036590836028171925,0.10588344283938633,0
89,0.010144143145453977,0.10627515027942691,0
90,0.01814431540940198,0.10692793006895518,0
91,0.06437279469378843,0.10706853925505389,0
92,0.04376877688270586,0.10781158390349832,0
93,0.096661168606757,0.10799634185380302,0
94,0.016520298594000504,0.10826103819466537,0
95,0.029220751830713154,0.10827878980384131,0
96,0.010974583162383422,0.1087576557895461,0
97,0.0917608509045641,0.10885586864653374,0
98,0.0934394340666358,0.10957234364984059,0
99,0.03900909077462089,0.10979229243128552,0
100,0.0829042529162406,0.11188700138490149,0
101,0.10722795285558517,0.11261112031181286,0
102,0.06348977311488935,0.11269009032507216,0
103,0.07820227390136492,0.11378028283871944,0
104,0.04111368121165193,0.11404417093748931,0
105,0.02278734074300237,0.11443150677035208,0
106,0.041791708973294095,0.11459014469135675,0
107,0.08191959201963528,0.11464217435512469,0
108,0.11129746274104768,0.11464217435512469,0
109,0.0913117220824422,0.11467792561229839,0
110,0.04879292210555186,0.1154648196066046,0
111,0.07683244880556961,0.11549081730142607,0
112,0.041232985098881514,0.11588808431677644,0
113,0.024197751812634394,0.11593831326700121,0
114,0.11156784541728815,0.11901726589892525,0
115,0.0071089893075051425,0.11910075069076864,0
116,0.05359099936612255,0.11940733583153995,0
117,0.10871076759069187,0.12068266418117146,0
118,0.1160838309697777,0.12092065008205799,0
119,0.015768192458898933,0.12105575781619704,0
120,0.03026233739860751,0.12147825650503052,0
121,0.05083080659271044,0.12166847125591684,0
122,0.11723515851681743,0.12175328525233442,0
123,0.011310303358852303,0.12256697407399797,0
124,0.11573347907259302,0.12319164459484233,0
125,0.12354938965410878,0.12356504787866418,0
126,0.061483951843436246,0.12406463407083934,0
127,0.014902148516543923,0.12433420169422227,0
128,0.07209153605025709,0.12460686740625415,0
129,0.0993459892909917,0.12478002630601503,0
130,0.021686671701656945,0.12481639923828658,0
131,0.05685591215222652,0.12558101716623493,0
132,0.044133717816881135,0.1283727751946211,0
133,0.058036444114505814,0.12865155433011666,0
134,0.014191396028424008,0.1286634112813403,0
135,0.04251297797373188,0.12930686657391643,0
136,0.11556353782899753,0.12931346127357002,0
137,0.06982260888387759,0.12955503392228385,0
